,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
5147,5,235929,08/22/19,Trash - Curbside/Alley Missed Pickup,missed-trash Curb Wednesday. UNIT-B. Caller states missed every other week.,2240 herman st b,37208.0,METRO,9303,21.0,1729005.87087511,666772.98100569,800
5148,2,235936,08/22/19,Trash - Curbside/Alley Missed Pickup,"Curb trash missed for all on this street, Glendale Ln 37204. {Wednesday}","947 glendale ln, nashville, tn 37204, united states",37204.0,RED RIVER,3302,25.0,1735217.00149945,641288.800185301,200
5149,15,235938,08/22/19,Trash - Curbside/Alley Missed Pickup,miss,"607 estes rd, nashville, tn 37215, united states",37215.0,RED RIVER,2303,24.0,1721739.60013924,652520.700474465,2800
5150,2,235973,08/22/19,Trash - Curbside/Alley Missed Pickup,missed trash- others missed,"4010 graybar ct, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730160.27917686,648485.365394672,200
5151,2,235998,08/22/19,Trash - Curbside/Alley Missed Pickup,Curb trash/missed {Wednesday} Entire Street,"1623 s observatory dr, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730852.15591249,645692.146469079,200
5152,2,236021,08/22/19,Trash - Curbside/Alley Missed Pickup,Curb trash/missed {entire/street} still out. Wednesday.,"4013 copeland dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,34.0,1720232.40048981,646205.899355889,200
5153,2,236092,08/22/19,Trash - Curbside/Alley Missed Pickup,The brown trash bin was not emptied.,"4014 dorcas dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,34.0,1720006.80029731,646346.701847731,200
5154,3,236100,08/22/19,Trash - Curbside/Alley Missed Pickup,"At 8 pm last evening, we heard the truck about 2 doors down, stopping/starting.  We watched as the truck slowly passed our garbage can that had been out there since 6 am yesterday morning.  The truck did not stop, went on down to the next intersection of Colby, turned around, and drove back towards Nolensville Rd.  This morning, numerous trash cans on our side of McCall still are outside waiting for pickup.  The truck used to come early to mid afternoon...here lately, it's been later and later.  This is the first time that the truck was in the vicinity and did not stop!","155 mccall st, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1752760.99950217,643329.600291695,400
5155,2,236122,08/22/19,Trash - Curbside/Alley Missed Pickup,miss,"4018 graybar ct, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730190.89650131,648731.655482113,200
5156,6,236134,08/22/19,Trash - Curbside/Alley Missed Pickup,Missed/curb trash/Wednesday,3904 granny white pike,37204.0,RED RIVER,3302,25.0,1733630.96156391,646186.792467442,1000
5157,3,236139,08/22/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed Wednesday, curb {does not want to keep calling}","223 robin hill rd, nashville, tn 37205, united states",37205.0,RED RIVER,1303,23.0,1705419.40134222,644721.60122682,400
5158,2,236151,08/22/19,Trash - Curbside/Alley Missed Pickup,Missed trash- Whole street was missed,"1496 dolan rd, nashville, tn 37218, united states",37218.0,RED RIVER,4204,1.0,1719902.24865431,674350.458827494,200
5159,3,236153,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"4209 savannah pl, nashville, tn 37204, united states",37204.0,RED RIVER,3302,25.0,1735370.56104491,642915.566920552,400
5160,2,236154,08/22/19,Trash - Curbside/Alley Missed Pickup,"Teach was not collected on Tuesday August 20, 2019","1496 dolan rd, nashville, tn 37218, united states",37218.0,RED RIVER,4204,1.0,1719902.24865431,674350.458827494,200
5161,6,236185,08/22/19,Trash - Curbside/Alley Missed Pickup,missed trash- whole street,"3943 dry fork rd, nashville, tn 37189, united states",37189.0,RED RIVER,3201,1.0,1720812.20036529,698003.199760832,1000
5162,6,236197,08/22/19,Trash - Curbside/Alley Missed Pickup,missed 2 weeks in a row,"1322 jones ave, nashville, tn 37207, united states",37207.0,METRO,9203,5.0,1744384.20005213,678798.398404359,1000
5163,4,236210,08/22/19,Trash - Curbside/Alley Missed Pickup,Trash/entire Alley Wednesday,"2408 eden st, nashville, tn 37208, united states",37208.0,METRO,9303,21.0,1728552.70243789,667664.300424946,600
5164,7,236356,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN,"4807 nolensville pike, nashville, tn 37211, united states",37211.0,RED RIVER,2405,27.0,1756305.79825352,631423.200931452,1200
5165,2,236387,08/22/19,Trash - Curbside/Alley Missed Pickup,"Our trash pick up was missed again yesterday and my wife said it was missed last week too.
I have reported the issue multiple times and was told our trash was going to be on a watch list.  At this juncture, the driver is either prejudice against us or the position is to challenging for them.  Please advise on a permanent solution to this ongoing issue.  Thank you!  Michael Bush","4616 granny white pike, nashville, tn 37220, united states",37220.0,RED RIVER,3302,34.0,1731141.00117215,639410.400715674,200
5166,2,236415,08/22/19,Trash - Curbside/Alley Missed Pickup,cust says missed,"711 robert burns dr, nashville, tn 37217, united states",37217.0,RED RIVER,1402,16.0,1759171.75830652,651233.062989618,200
5167,2,236419,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED,"4521 trousdale dr, nashville, tn 37204, united states",37204.0,RED RIVER,4302,26.0,1746528.58814632,639979.406465585,200
5168,2,236420,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED 2 CARTS,"1411 dickerson pike, nashville, tn 37207, united states",37207.0,METRO,9204,5.0,1741566.59886893,679905.59866143,200
5169,2,236425,08/22/19,Trash - Curbside/Alley Missed Pickup,cart still out,"3807 ezell rd, nashville, tn 37211, united states",37211.0,RED RIVER,3405,30.0,1763537.79906338,633886.400598338,200
5170,10,236438,08/22/19,Trash - Curbside/Alley Missed Pickup,missed again,2813 delaware ave,37209.0,METRO,9303,21.0,1726432.48202965,664278.26822948,1800
5171,4,236447,08/22/19,Trash - Curbside/Alley Missed Pickup,missed trash again,"305 chateau glen pl, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730231.50259678,646586.226561145,600
5172,3,236450,08/22/19,Trash - Curbside/Alley Missed Pickup,missed the whole street again 3 week in row,"5148 linbar dr, nashville, tn 37211, united states",37211.0,N/A,N/A,30.0,1762500.18553708,636554.606272422,400
5173,3,236468,08/22/19,Trash - Curbside/Alley Missed Pickup,miss,"4455 cato rd, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1710805.80059836,687454.398646968,400
5174,3,236485,08/22/19,Trash - Curbside/Alley Missed Pickup,Entire Street/miss Wednesday curb,"3505 richards st, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1731560.20108075,648360.001173715,400
5175,2,236496,08/22/19,Trash - Curbside/Alley Missed Pickup,"MISSED AGAIN, PER CALLER TRASH WAS NOT PICKED UP AS THE RESPONSE FOR LAST WEEK'S MISS STATES. CALLER SAYS HER TRASH IS FILLED TO THE TOP OF CART. SHE NEEDS THIS PICKED UP TODAY NO LATER THAN TOMORROW. SHE CAN'T GET ANOTHER THING IN HER CART.","3377 mimosa dr, nashville, tn 37211, united states",37211.0,RED RIVER,1404,16.0,1755493.7990272,642664.001463952,200
5176,3,236514,08/22/19,Trash - Curbside/Alley Missed Pickup,Missed backdoor again,"310 melpar dr, nashville, tn 37211, united states",37211.0,RED RIVER,3403,30.0,1760688.99880084,631253.60157263,400
5177,2,236520,08/22/19,Trash - Curbside/Alley Missed Pickup,Looks like no one's was picked up.  What is going on? All we keep hearing is missed pick up(s) on this side of town. Is this being fixed.?,"817 ilawood ct, nashville, tn 37211, united states",37211.0,RED RIVER,4403,31.0,1759292.19937726,622196.000496171,200
5178,2,236538,08/22/19,Trash - Curbside/Alley Missed Pickup,For the 2nd week in a row our trash on Manley Dr was not picked up.  Has our pickup schedule changed?,"453 manley dr, nashville, tn 37220, united states",37220.0,RED RIVER,2401,26.0,1746728.19932961,630502.401668435,200
5179,8,236540,08/22/19,Trash - Curbside/Alley Missed Pickup,missed pickup,"2611 12th ave s, nashville, tn 37204, united states",37204.0,METRO,9403,18.0,1735127.40135282,652480.600730372,1400
5180,4,236547,08/22/19,Trash - Curbside/Alley Missed Pickup,Trash not picked up,"641 old hickory blvd, brentwood, tn 37027, united states",37027.0,RED RIVER,3407,4.0,1742552.66944743,621465.830833321,600
5181,4,236557,08/22/19,Trash - Curbside/Alley Missed Pickup,Trash not picked up. It is 8:20pm now,"641 old hickory blvd, brentwood, tn 37027, united states",37027.0,RED RIVER,3407,4.0,1742041.84908016,621455.472034541,600
5182,3,236559,08/22/19,Trash - Curbside/Alley Missed Pickup,No trash pick up,"1602 burton ave, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1731591.4001601,646092.801456544,400
5183,6,236575,08/23/19,Trash - Curbside/Alley Missed Pickup,Trash was supposed to be picked up Wednesday and today( Friday 8-23-19) it still has been collected,"153 mccall st, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1752857.79837085,643320.001336035,1000
5184,6,236576,08/23/19,Trash - Curbside/Alley Missed Pickup,Trash was supposed to be picked up Wednesday and today( Friday 8-23-19) it still has been collected,"153 mccall st, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1752857.79837085,643320.001336035,1000
5185,2,236632,08/23/19,Trash - Curbside/Alley Missed Pickup,miss her every week wants to know why she has to call,"406 bunkerhill dr, nashville, tn 37217, united states",37217.0,RED RIVER,1401,16.0,1755240.79897096,655021.601209184,200
5186,3,236646,08/23/19,Trash - Curbside/Alley Missed Pickup,I think they forgot to pick up our whole street of Burton Ave. There are only 7 houses on our street and we cut a circle called north and south observatory. It should have been picked up on Wednesday.,"1602 burton ave, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1731591.4001601,646092.801456544,400
5187,3,236696,08/23/19,Trash - Curbside/Alley Missed Pickup,Missed trash Unit's A & B {total of 3 carts} alley missed truck already came and left. Friday.,"512 s 11th st, nashville, tn 37206, united states",37206.0,WASTE IND,4508,6.0,1746779.39969608,669497.602018166,400
5188,2,236749,08/23/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE SIDE OF THIS STREET AND SOME SURROUNDING STREETS,"324 e thompson ln, nashville, tn 37211, united states",37211.0,RED RIVER,1402,16.0,1757068.19990746,652515.201294931,200
5189,2,236754,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,"5124 stallworth dr, nashville, tn 37220, united states",37220.0,RED RIVER,2401,26.0,1745293.79954416,629530.402038955,200
5190,2,236813,08/23/19,Trash - Curbside/Alley Missed Pickup,Entire/street trash/missed ? curb {Tuesday},"1490 dolan rd, nashville, tn 37218, united states",37218.0,RED RIVER,4204,1.0,1719730.64085599,674334.088561533,200
5191,2,236824,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,"489 hogan rd, nashville, tn 37220, united states",37220.0,RED RIVER,2401,26.0,1745052.99853176,631147.201769535,200
5192,2,236840,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,"4571 trousdale dr, nashville, tn 37204, united states",37204.0,RED RIVER,4302,26.0,1745267.39895327,638630.399986982,200
5193,2,236841,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,"4571 trousdale dr, nashville, tn 37204, united states",37204.0,RED RIVER,4302,26.0,1745267.39895327,638630.399986982,200
5194,2,236873,08/23/19,Trash - Curbside/Alley Missed Pickup,MISSED...ALLEY,"1404 wedgewood ave, nashville, tn 37212, united states",37212.0,METRO,9407,17.0,1734931.6428116,657172.364862054,200
5195,2,236885,08/23/19,Trash - Curbside/Alley Missed Pickup,Only empty one cart and caller wants the other one empty.,"223 bell rd, nashville, tn 37217, united states",37217.0,N/A,N/A,29.0,1782719.94957561,637779.47067333,200
5196,3,236890,08/23/19,Trash - Curbside/Alley Missed Pickup,"I put one bag of trash out every week and almost always have to report because of missed pickup.  Again, this week, it has been skipped.  This causes rotting liquid with worms and leaving in alley for return pickup means people throw other trash in there.  There is my bag of trash still in there along with poop bags from someone else that have been in there for months.  Please, lift and dump entire can contents into truck.","1920 18th ave s, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1733188.5508225,656322.668314713,400
5197,3,236896,08/23/19,Trash - Curbside/Alley Missed Pickup,"Please, turn over and dump entire trash can into truck.  You almost always miss taking taking my trash every week and that causes other nasty stuff getting in there, requiring the entire can to be turned over and dumped.","1920 18th ave s, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1733188.5508225,656322.668314713,400
5198,4,236919,08/23/19,Trash - Curbside/Alley Missed Pickup,missed/slow trash service again this week.,"3206 merlyn ln, nashville, tn 37214, united states",37214.0,RED RIVER,1502,15.0,1769341.27897817,672208.00200123,600
5199,5,236953,08/23/19,Trash - Curbside/Alley Missed Pickup,trash missed multiple times,"2308 trevecca ave, nashville, tn 37206, united states",37206.0,METRO,9503,5.0,1748579.59864464,677930.99790808,800
5200,3,237062,08/23/19,Trash - Curbside/Alley Missed Pickup,still out,"3505 richards st, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1731560.20108075,648360.001173715,400
5201,2,237082,08/23/19,Trash - Curbside/Alley Missed Pickup,cust says missed the street,"3542 seneca forest dr, nashville, tn 37217, united states",37217.0,RED RIVER,3501,29.0,1787704.24935085,640731.190103427,200
5202,3,237087,08/23/19,Trash - Curbside/Alley Missed Pickup,Entire neighborhood has not yet been picked up. Entire street missed.,"2306 tally green ct, nashville, tn 37214, united states",37214.0,N/A,N/A,15.0,1766049.37738764,679486.85782471,400
5203,3,237089,08/23/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE NEIGHBORHOOD,"604 forest pointe pl, nashville, tn 37013, united states",37013.0,RED RIVER,4503,29.0,1783281.01061165,631835.647338579,400
5204,3,237095,08/23/19,Trash - Curbside/Alley Missed Pickup,Friday is normal pickup date for trash but entire street was not picked up this past Friday and the previous week trash pickup was not done until Saturday. Please have trash pickup done.,"2439 cabin hill rd, nashville, tn 37214, united states",37214.0,RED RIVER,1502,15.0,1768377.85726516,678901.252272895,400
5205,4,237117,08/23/19,Trash - Curbside/Alley Missed Pickup,Missed trash-got one side of street,"3124 lakeland dr, nashville, tn 37214, united states",37214.0,RED RIVER,2501,14.0,1777342.59918037,663540.000590597,600
5206,2,237118,08/23/19,Trash - Curbside/Alley Missed Pickup,curb trash/missed Friday,"1043 e trinity ln, nashville, tn 37216, united states",37216.0,METRO,9507,5.0,1749410.34462542,681852.380054313,200
5207,3,237127,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,"312 edenfield ct, nashville, tn 37013, united states",37013.0,RED RIVER,4504,32.0,1777544.0090548,631454.752229742,400
5208,3,237128,08/23/19,Trash - Curbside/Alley Missed Pickup,Curb missed trash/Friday {Entire Street},"2537 forest view dr, nashville, tn 37013, united states",37013.0,RED RIVER,4503,29.0,1782670.59934799,632511.201298445,400
5209,2,237131,08/23/19,Trash - Curbside/Alley Missed Pickup,miss,3386 oak trees ct,37013.0,RED RIVER,3504,33.0,1789393.07983466,635175.705965577,200
5210,4,237132,08/23/19,Trash - Curbside/Alley Missed Pickup,missed trash several times,"2221 una antioch pike, nashville, tn 37013, united states",37013.0,N/A,N/A,28.0,1774611.3984919,636150.400663622,600
5211,3,237183,08/24/19,Trash - Curbside/Alley Missed Pickup,Last week I was so impressed because the can was in exactly the same position as I keep it.  I was so perfect I had to look inside to see if it was emptied.   This week - it was missed.  There isn't much in there but what is there is gross (i.e. meat scraps and such).   Please come empty my trash.,"318 s 15th st, nashville, tn 37206, united states",37206.0,METRO,9506,6.0,1748625.20110436,670139.309320317,400
